Year,Month,Month Code,District Code,District,Total SNAP Households,Total SNAP Persons,Total SNAP Benefits,Temporary Assistance SNAP Households,Temporary Assistance SNAP Persons,Temporary Assistance SNAP Benefits,Non-Temporary Assistance SNAP Households,Non-Temporary Assistance SNAP Persons,Non-Temporary Assistance SNAP Benefits
2012,November,11,19,Greene,"3,377","6,237","$849,372","1,152","1,653","$268,750","2,225","4,584","$580,622"
2012,November,11,20,Hamilton,252,454,"$59,323",40,52,"$7,868",212,402,"$51,455"
2012,November,11,21,Herkimer,"5,337","10,374","$1,314,778","1,220","1,587","$262,073","4,117","8,787","$1,052,705"
2012,November,11,22,Jefferson,"7,962","15,558","$1,995,933","2,143","2,617","$427,846","5,819","12,941","$1,568,087"
2012,November,11,23,Lewis,"1,823","3,629","$419,890",404,476,"$71,707","1,419","3,153","$348,183"
2012,November,11,24,Livingston,"3,619","6,858","$900,491","1,077","1,546","$252,223","2,542","5,312","$648,268"
2012,November,11,25,Madison,"4,335","8,914","$1,141,967",972,"1,238","$203,024","3,363","7,676","$938,943"
2012,November,11,26,Monroe,"59,944","114,444","$15,615,392","24,998","39,037","$6,233,621","34,946","75,407","$9,381,771"
2012,November,11,27,Montgomery,"4,454","9,481","$1,252,247","1,311","1,962","$311,758","3,143","7,519","$940,489"
2012,November,11,28,Nassau,"41,725","70,267","$14,726,349","16,678","23,269","$5,539,705","25,047","46,998","$9,186,644"
2012,November,11,29,Niagara,"16,571","30,629","$4,132,836","5,556","8,033","$1,315,063","11,015","22,596","$2,817,773"
2012,November,11,30,Oneida,"19,916","40,918","$5,378,978","7,002","11,630","$1,811,063","12,914","29,288","$3,567,915"
2012,November,11,31,Onondaga,"37,022","73,249","$9,779,581","11,809","18,862","$2,964,012","25,213","54,387","$6,815,569"
2012,November,11,32,Ontario,"5,378","9,904","$1,282,428","1,557","2,079","$346,203","3,821","7,825","$936,225"
2012,November,11,33,Orange,"19,305","45,337","$9,156,254","5,914","9,235","$2,085,541","13,391","36,102","$7,070,713"
2012,November,11,34,Orleans,"3,010","5,886","$736,869",944,"1,360","$223,424","2,066","4,526","$513,445"
2012,November,11,35,Oswego,"9,197","20,217","$2,639,412","2,521","3,901","$622,444","6,676","16,316","$2,016,968"
2012,November,11,36,Otsego,"3,162","6,187","$780,045",819,915,"$155,996","2,343","5,272","$624,049"
2012,November,11,37,Putnam,"1,596","2,522","$504,931",531,570,"$137,826","1,065","1,952","$367,105"
2012,November,11,38,Rensselaer,"9,103","18,610","$2,486,081","3,093","5,157","$787,429","6,010","13,453","$1,698,652"
2012,November,11,39,Rockland,"16,532","44,995","$9,162,757","4,001","5,674","$1,335,617","12,531","39,321","$7,827,140"
2012,November,11,40,St. Lawrence,"8,281","16,705","$2,119,759","2,725","3,675","$582,013","5,556","13,030","$1,537,746"
2012,November,11,41,Saratoga,"8,661","15,866","$2,050,948","1,813","1,929","$331,047","6,848","13,937","$1,719,901"
2012,November,11,42,Schenectady,"12,533","24,616","$3,403,984","3,955","5,737","$921,762","8,578","18,879","$2,482,222"
2012,November,11,43,Schoharie,"1,937","3,727","$479,421",487,565,"$93,368","1,450","3,162","$386,053"
2012,November,11,44,Schuyler,"1,269","2,609","$322,954",328,483,"$77,531",941,"2,126","$245,423"
2012,November,11,45,Seneca,"1,654","3,191","$411,847",479,623,"$96,444","1,175","2,568","$315,403"
2012,November,11,46,Steuben,"5,898","12,089","$1,479,262","1,907","2,674","$417,984","3,991","9,415","$1,061,278"
2012,November,11,47,Suffolk,"66,850","118,174","$25,138,188","20,477","28,454","$6,762,055","46,373","89,720","$18,376,133"
2012,November,11,48,Sullivan,"6,650","13,471","$2,713,011","2,194","3,155","$744,572","4,456","10,316","$1,968,439"
2012,November,11,49,Tioga,"3,002","6,332","$778,049",702,909,"$147,791","2,300","5,423","$630,258"
2012,November,11,50,Tompkins,"5,075","9,147","$1,239,832","1,570","2,138","$352,160","3,505","7,009","$887,672"
2012,November,11,51,Ulster,"11,731","21,158","$2,970,194","3,885","5,429","$887,942","7,846","15,729","$2,082,252"
2012,November,11,52,Warren,"3,848","7,190","$919,295","1,039","1,134","$193,927","2,809","6,056","$725,368"
2012,November,11,53,Washington,"3,796","7,627","$979,085",894,"1,032","$174,530","2,902","6,595","$804,555"
2012,November,11,54,Wayne,"5,469","10,496","$1,318,852","1,496","1,848","$304,732","3,973","8,648","$1,014,120"
2012,November,11,55,Westchester,"46,683","85,924","$18,002,084","14,572","20,709","$4,711,931","32,111","65,215","$13,290,153"
2012,November,11,56,Wyoming,"1,691","3,279","$395,736",459,569,"$90,780","1,232","2,710","$304,956"
2012,November,11,57,Yates,"1,344","2,646","$320,235",330,397,"$63,551","1,014","2,249","$256,684"
2012,November,11,66,New York City,"1,027,559","1,864,472","$346,461,255","447,409","679,585","$133,945,527","580,150","1,184,887","$212,515,728"
2012,December,12,1,Albany,"19,043","36,152","$4,960,243","6,051","8,971","$1,440,060","12,992","27,181","$3,520,183"
2012,December,12,2,Allegany,"3,390","6,740","$816,384","1,181","1,620","$256,566","2,209","5,120","$559,818"
2012,December,12,3,Broome,"16,279","30,189","$4,075,069","6,123","9,128","$1,507,152","10,156","21,061","$2,567,917"
2012,December,12,4,Cattaraugus,"5,928","11,831","$1,447,603","1,590","1,873","$308,187","4,338","9,958","$1,139,416"
2012,December,12,5,Cayuga,"5,281","10,647","$1,370,976","1,336","1,884","$303,471","3,945","8,763","$1,067,505"
2012,December,12,6,Chautauqua,"13,135","26,219","$3,529,678","4,189","6,853","$1,083,173","8,946","19,366","$2,446,505"
2012,December,12,7,Chemung,"7,853","15,817","$2,130,699","2,090","2,609","$430,254","5,763","13,208","$1,700,445"
2012,December,12,8,Chenango,"4,070","8,140","$1,062,098",966,"1,208","$193,841","3,104","6,932","$868,257"
2012,December,12,9,Clinton,"6,692","11,905","$1,547,843","2,130","2,617","$417,030","4,562","9,288","$1,130,813"
2012,December,12,10,Columbia,"3,547","6,200","$862,459","1,208","1,587","$268,906","2,339","4,613","$593,553"
2012,December,12,11,Cortland,"3,814","7,334","$925,723","1,066","1,444","$233,708","2,748","5,890","$692,015"
2012,December,12,12,Delaware,"3,058","6,019","$770,206",867,"1,022","$164,972","2,191","4,997","$605,234"
2012,December,12,13,Dutchess,"13,159","24,216","$3,408,679","3,568","4,667","$782,502","9,591","19,549","$2,626,177"
2012,December,12,14,Erie,"81,286","154,189","$20,769,577","25,379","38,587","$6,123,364","55,907","115,602","$14,646,213"
2012,December,12,15,Essex,"2,098","3,895","$513,770",676,746,"$121,603","1,422","3,149","$392,167"
2012,December,12,16,Franklin,"3,792","7,085","$958,827","1,351","1,750","$285,283","2,441","5,335","$673,544"
2012,December,12,17,Fulton,"4,966","9,558","$1,250,566","1,266","1,488","$254,725","3,700","8,070","$995,841"
2012,December,12,18,Genesee,"3,130","5,996","$768,195",858,"1,088","$179,089","2,272","4,908","$589,106"
2012,December,12,19,Greene,"3,410","6,271","$862,908","1,169","1,677","$272,161","2,241","4,594","$590,747"
2012,December,12,20,Hamilton,254,454,"$60,747",43,52,"$8,600",211,402,"$52,147"
2012,December,12,21,Herkimer,"5,438","10,576","$1,343,465","1,257","1,655","$273,323","4,181","8,921","$1,070,142"
2012,December,12,22,Jefferson,"8,019","15,737","$2,018,026","2,152","2,595","$426,693","5,867","13,142","$1,591,333"
2012,December,12,23,Lewis,"1,859","3,694","$429,210",404,473,"$71,919","1,455","3,221","$357,291"
2012,December,12,24,Livingston,"3,630","6,882","$895,165","1,087","1,565","$254,374","2,543","5,317","$640,791"
2012,December,12,25,Madison,"4,426","9,146","$1,173,737",971,"1,224","$200,232","3,455","7,922","$973,505"
2012,December,12,26,Monroe,"60,272","114,927","$15,656,940","25,211","39,509","$6,288,235","35,061","75,418","$9,368,705"
2012,December,12,27,Montgomery,"4,500","9,577","$1,264,678","1,374","2,054","$331,528","3,126","7,523","$933,150"
2012,December,12,28,Nassau,"41,570","70,148","$10,098,477","16,358","22,815","$3,711,532","25,212","47,333","$6,386,945"
2012,December,12,29,Niagara,"16,684","30,784","$4,154,717","5,592","8,078","$1,320,925","11,092","22,706","$2,833,792"
2012,December,12,30,Oneida,"19,968","40,949","$5,371,249","7,039","11,691","$1,807,128","12,929","29,258","$3,564,121"
2012,December,12,31,Onondaga,"37,232","73,519","$9,786,342","11,879","19,046","$2,985,248","25,353","54,473","$6,801,094"
2012,December,12,32,Ontario,"5,432","10,037","$1,301,086","1,563","2,074","$348,269","3,869","7,963","$952,817"
2012,December,12,33,Orange,"19,074","44,847","$6,226,256","5,842","9,193","$1,415,847","13,232","35,654","$4,810,409"
2012,December,12,34,Orleans,"3,018","5,909","$742,181",964,"1,383","$227,309","2,054","4,526","$514,872"
2012,December,12,35,Oswego,"9,189","20,259","$2,614,538","2,537","3,967","$631,791","6,652","16,292","$1,982,747"
2012,December,12,36,Otsego,"3,177","6,222","$784,137",808,895,"$152,141","2,369","5,327","$631,996"
2012,December,12,37,Putnam,"1,640","2,616","$373,400",523,570,"$96,301","1,117","2,046","$277,099"
2012,December,12,38,Rensselaer,"9,165","18,734","$2,485,357","3,134","5,200","$797,120","6,031","13,534","$1,688,237"
2012,December,12,39,Rockland,"16,488","45,065","$6,226,303","3,962","5,640","$903,896","12,526","39,425","$5,322,407"
2012,December,12,40,St. Lawrence,"8,404","16,979","$2,144,614","2,733","3,686","$585,070","5,671","13,293","$1,559,544"
2012,December,12,41,Saratoga,"8,732","15,943","$2,055,740","1,816","1,943","$332,176","6,916","14,000","$1,723,564"
2012,December,12,42,Schenectady,"12,542","24,594","$3,410,091","3,970","5,774","$933,379","8,572","18,820","$2,476,712"
2012,December,12,43,Schoharie,"1,963","3,769","$483,145",493,570,"$94,470","1,470","3,199","$388,675"
2012,December,12,44,Schuyler,"1,271","2,605","$320,457",330,487,"$78,186",941,"2,118","$242,271"
2012,December,12,45,Seneca,"1,697","3,296","$426,927",483,623,"$99,651","1,214","2,673","$327,276"
2012,December,12,46,Steuben,"6,062","12,571","$1,537,942","1,928","2,743","$428,796","4,134","9,828","$1,109,146"
2012,December,12,47,Suffolk,"66,131","117,063","$17,035,206","20,064","27,889","$4,505,402","46,067","89,174","$12,529,804"
2012,December,12,48,Sullivan,"6,515","13,225","$1,828,217","2,155","3,093","$500,029","4,360","10,132","$1,328,188"
2012,December,12,49,Tioga,"3,026","6,421","$781,458",702,914,"$148,180","2,324","5,507","$633,278"
2012,December,12,50,Tompkins,"5,151","9,319","$1,261,090","1,589","2,195","$359,905","3,562","7,124","$901,185"
2012,December,12,51,Ulster,"11,822","21,308","$2,976,481","3,938","5,537","$897,646","7,884","15,771","$2,078,835"
2012,December,12,52,Warren,"3,913","7,306","$933,778","1,037","1,138","$193,184","2,876","6,168","$740,594"
2012,December,12,53,Washington,"3,846","7,741","$993,442",892,"1,054","$177,726","2,954","6,687","$815,716"
2012,December,12,54,Wayne,"5,514","10,591","$1,330,402","1,494","1,855","$306,701","4,020","8,736","$1,023,701"
2012,December,12,55,Westchester,"44,669","80,946","$14,629,518","14,525","20,701","$3,856,812","30,144","60,245","$10,772,706"
2012,December,12,56,Wyoming,"1,732","3,329","$409,378",462,584,"$92,552","1,270","2,745","$316,826"
2012,December,12,57,Yates,"1,367","2,717","$329,012",326,387,"$64,054","1,041","2,330","$264,958"
2012,December,12,66,New York City,"1,047,071","1,898,028","$307,101,161","447,138","679,528","$115,649,365","599,933","1,218,500","$191,451,796"
2013,January,1,1,Albany,"19,125","36,297","$4,959,622","6,079","9,011","$1,440,854","13,046","27,286","$3,518,768"
2013,January,1,2,Allegany,"3,408","6,762","$812,495","1,177","1,614","$252,316","2,231","5,148","$560,179"
2013,January,1,3,Broome,"16,504","30,614","$4,127,170","6,194","9,219","$1,519,886","10,310","21,395","$2,607,284"
2013,January,1,4,Cattaraugus,"5,977","11,941","$1,461,695","1,596","1,900","$307,126","4,381","10,041","$1,154,569"
2013,January,1,5,Cayuga,"5,358","10,780","$1,385,735","1,358","1,946","$307,890","4,000","8,834","$1,077,845"
2013,January,1,6,Chautauqua,"13,217","26,372","$3,527,643","4,231","6,952","$1,089,215","8,986","19,420","$2,438,428"
2013,January,1,7,Chemung,"7,890","15,873","$2,120,322","2,088","2,608","$426,018","5,802","13,265","$1,694,304"
2013,January,1,8,Chenango,"4,089","8,138","$1,065,151",979,"1,214","$194,925","3,110","6,924","$870,226"
2013,January,1,9,Clinton,"6,749","11,996","$1,546,353","2,147","2,660","$419,587","4,602","9,336","$1,126,766"
2013,January,1,11,Cortland,"3,851","7,417","$933,758","1,067","1,452","$234,310","2,784","5,965","$699,448"
2013,January,1,12,Delaware,"3,123","6,160","$789,310",859,992,"$160,289","2,264","5,168","$629,021"
2013,January,1,13,Dutchess,"13,375","24,563","$3,455,995","3,613","4,663","$780,241","9,762","19,900","$2,675,754"
2013,January,1,14,Erie,"81,984","155,119","$20,758,810","25,509","38,879","$6,135,275","56,475","116,240","$14,623,535"
2013,January,1,15,Essex,"2,130","3,966","$512,797",686,760,"$124,294","1,444","3,206","$388,503"
2013,January,1,16,Franklin,"3,884","7,255","$1,004,715","1,386","1,792","$289,240","2,498","5,463","$715,475"
2013,January,1,17,Fulton,"4,975","9,543","$1,250,845","1,289","1,520","$258,999","3,686","8,023","$991,846"
2013,January,1,18,Genesee,"3,151","6,016","$761,252",852,"1,070","$173,659","2,299","4,946","$587,593"
2013,January,1,19,Greene,"3,481","6,382","$874,802","1,179","1,682","$271,441","2,302","4,700","$603,361"
2013,January,1,20,Hamilton,258,463,"$59,862",43,50,"$8,384",215,413,"$51,478"
2013,January,1,21,Herkimer,"5,463","10,620","$1,344,464","1,235","1,593","$265,434","4,228","9,027","$1,079,030"
2013,January,1,22,Jefferson,"8,211","16,094","$2,056,646","2,175","2,622","$423,869","6,036","13,472","$1,632,777"
2013,January,1,23,Lewis,"1,879","3,753","$429,467",395,450,"$66,914","1,484","3,303","$362,553"
2013,January,1,24,Livingston,"3,715","7,077","$929,399","1,113","1,615","$264,757","2,602","5,462","$664,642"
2013,January,1,25,Madison,"4,485","9,258","$1,187,156",985,"1,251","$202,960","3,500","8,007","$984,196"
2013,January,1,26,Monroe,"60,963","115,802","$15,751,103","25,328","39,724","$6,278,893","35,635","76,078","$9,472,210"
2013,January,1,27,Montgomery,"4,599","9,840","$1,298,082","1,366","2,041","$330,559","3,233","7,799","$967,523"
2013,January,1,28,Nassau,"40,783","68,615","$9,832,290","16,212","22,700","$3,668,467","24,571","45,915","$6,163,823"
2013,January,1,29,Niagara,"16,869","31,131","$4,204,602","5,597","8,132","$1,323,516","11,272","22,999","$2,881,086"
2013,January,1,30,Oneida,"20,186","41,362","$5,414,242","6,994","11,669","$1,794,368","13,192","29,693","$3,619,874"
2013,January,1,31,Onondaga,"37,552","74,103","$9,824,826","11,949","19,147","$2,984,151","25,603","54,956","$6,840,675"
2013,January,1,32,Ontario,"5,537","10,276","$1,324,661","1,562","2,107","$348,756","3,975","8,169","$975,905"
2013,January,1,33,Orange,"19,232","45,240","$6,331,646","5,818","9,165","$1,403,342","13,414","36,075","$4,928,304"
2013,January,1,34,Orleans,"3,082","6,035","$756,095",981,"1,423","$232,480","2,101","4,612","$523,615"
2013,January,1,35,Oswego,"9,320","20,481","$2,628,768","2,544","3,972","$626,020","6,776","16,509","$2,002,748"
2013,January,1,36,Otsego,"3,216","6,278","$789,845",803,896,"$150,542","2,413","5,382","$639,303"
2013,January,1,37,Putnam,"1,616","2,566","$360,675",519,566,"$93,322","1,097","2,000","$267,353"
2013,January,1,38,Rensselaer,"9,206","18,840","$2,494,820","3,126","5,204","$797,993","6,080","13,636","$1,696,827"
2013,January,1,39,Rockland,"16,439","45,069","$6,208,758","3,898","5,540","$883,133","12,541","39,529","$5,325,625"
2013,January,1,40,St. Lawrence,"8,544","17,255","$2,158,767","2,736","3,700","$579,760","5,808","13,555","$1,579,007"
2013,January,1,41,Saratoga,"8,890","16,258","$2,089,660","1,822","1,961","$330,922","7,068","14,297","$1,758,738"
2013,January,1,42,Schenectady,"12,585","24,613","$3,411,170","4,015","5,837","$940,769","8,570","18,776","$2,470,401"
2013,January,1,43,Schoharie,"1,981","3,811","$488,295",503,580,"$96,006","1,478","3,231","$392,289"
2013,January,1,44,Schuyler,"1,292","2,668","$326,597",327,474,"$75,724",965,"2,194","$250,873"
2013,January,1,45,Seneca,"1,752","3,459","$452,046",487,643,"$99,377","1,265","2,816","$352,669"
2013,January,1,46,Steuben,"6,175","12,817","$1,564,802","1,920","2,703","$421,009","4,255","10,114","$1,143,793"
2013,January,1,47,Suffolk,"65,421","115,477","$16,811,312","20,010","27,960","$4,478,932","45,411","87,517","$12,332,380"
2013,January,1,48,Sullivan,"6,644","13,480","$1,894,511","2,158","3,088","$495,315","4,486","10,392","$1,399,196"
2013,January,1,49,Tioga,"3,083","6,527","$794,524",705,912,"$146,868","2,378","5,615","$647,656"
2013,January,1,50,Tompkins,"5,248","9,474","$1,278,096","1,593","2,151","$354,124","3,655","7,323","$923,972"
2013,January,1,51,Ulster,"11,769","21,223","$2,928,269","3,972","5,654","$907,396","7,797","15,569","$2,020,873"
2013,January,1,52,Warren,"3,988","7,495","$956,603","1,039","1,152","$193,427","2,949","6,343","$763,176"
2013,January,1,53,Washington,"3,907","7,868","$1,006,037",903,"1,063","$176,717","3,004","6,805","$829,320"
2013,January,1,54,Wayne,"5,598","10,689","$1,337,847","1,520","1,883","$309,363","4,078","8,806","$1,028,484"
2013,January,1,55,Westchester,"44,259","80,057","$11,460,704","14,407","20,485","$3,147,156","29,852","59,572","$8,313,548"
2013,January,1,56,Wyoming,"1,775","3,411","$418,214",460,571,"$90,794","1,315","2,840","$327,420"
2013,January,1,57,Yates,"1,404","2,771","$330,725",331,387,"$62,742","1,073","2,384","$267,983"
2013,January,1,66,New York City,"1,030,330","1,864,854","$288,940,563","449,163","683,317","$111,652,502","581,167","1,181,537","$177,288,061"
2013,February,2,1,Albany,"19,124","36,316","$4,944,691","6,078","9,080","$1,441,145","13,046","27,236","$3,503,546"
2013,February,2,2,Allegany,"3,467","6,890","$838,074","1,194","1,625","$255,003","2,273","5,265","$583,071"
2013,February,2,3,Broome,"16,510","30,664","$4,122,615","6,145","9,156","$1,507,658","10,365","21,508","$2,614,957"
2013,February,2,4,Cattaraugus,"6,029","12,071","$1,491,690","1,598","1,906","$311,289","4,431","10,165","$1,180,401"
2013,February,2,5,Cayuga,"5,376","10,824","$1,391,005","1,353","1,912","$304,578","4,023","8,912","$1,086,427"
2013,February,2,6,Chautauqua,"13,295","26,541","$3,549,519","4,249","6,962","$1,093,272","9,046","19,579","$2,456,247"
2013,February,2,7,Chemung,"7,892","15,944","$2,144,620","2,093","2,626","$430,003","5,799","13,318","$1,714,617"
2013,February,2,8,Chenango,"4,105","8,174","$1,057,914",976,"1,220","$193,568","3,129","6,954","$864,346"
2013,February,2,9,Clinton,"6,785","12,092","$1,571,605","2,141","2,642","$419,308","4,644","9,450","$1,152,297"
2013,February,2,10,Columbia,"3,576","6,262","$868,350","1,230","1,621","$274,798","2,346","4,641","$593,552"
2013,February,2,11,Cortland,"3,857","7,447","$940,054","1,083","1,487","$239,317","2,774","5,960","$700,737"
2013,February,2,12,Delaware,"3,129","6,201","$798,241",848,975,"$157,301","2,281","5,226","$640,940"
2013,February,2,13,Dutchess,"13,300","24,365","$3,420,057","3,623","4,666","$775,385","9,677","19,699","$2,644,672"
2013,February,2,14,Erie,"81,971","154,998","$20,742,226","25,528","39,004","$6,148,786","56,443","115,994","$14,593,440"
2013,February,2,15,Essex,"2,139","3,984","$521,173",689,762,"$124,787","1,450","3,222","$396,386"
2013,February,2,16,Franklin,"3,945","7,388","$997,271","1,407","1,821","$293,290","2,538","5,567","$703,981"
2013,February,2,17,Fulton,"4,985","9,576","$1,264,146","1,279","1,507","$255,917","3,706","8,069","$1,008,229"
2013,February,2,18,Genesee,"3,179","6,112","$787,209",839,"1,051","$173,468","2,340","5,061","$613,741"
2013,February,2,19,Greene,"3,434","6,293","$863,405","1,172","1,671","$271,418","2,262","4,622","$591,987"
2013,February,2,20,Hamilton,250,449,"$58,977",42,51,"$8,322",208,398,"$50,655"
2013,February,2,21,Herkimer,"5,477","10,685","$1,349,207","1,230","1,598","$263,442","4,247","9,087","$1,085,765"
2013,February,2,22,Jefferson,"8,235","16,155","$2,056,577","2,155","2,581","$423,074","6,080","13,574","$1,633,503"
2013,February,2,23,Lewis,"1,901","3,805","$437,651",408,474,"$69,554","1,493","3,331","$368,097"
2013,February,2,24,Livingston,"3,774","7,211","$943,217","1,154","1,692","$276,649","2,620","5,519","$666,568"
2013,February,2,25,Madison,"4,520","9,349","$1,206,494",980,"1,228","$200,660","3,540","8,121","$1,005,834"
2013,February,2,26,Monroe,"61,066","115,708","$15,750,776","25,487","39,901","$6,319,950","35,579","75,807","$9,430,826"
2013,February,2,27,Montgomery,"4,608","9,832","$1,291,572","1,341","2,023","$323,862","3,267","7,809","$967,710"
2013,February,2,28,Nassau,"40,653","68,243","$9,810,154","16,181","22,626","$3,663,632","24,472","45,617","$6,146,522"
2013,February,2,29,Niagara,"16,955","31,291","$4,223,303","5,593","8,165","$1,322,552","11,362","23,126","$2,900,751"
2013,February,2,30,Oneida,"20,089","41,271","$5,390,737","7,036","11,821","$1,818,612","13,053","29,450","$3,572,125"
2013,February,2,31,Onondaga,"37,520","74,046","$9,807,445","11,908","19,041","$2,970,228","25,612","55,005","$6,837,217"
2013,February,2,32,Ontario,"5,543","10,299","$1,329,556","1,547","2,069","$343,958","3,996","8,230","$985,598"
2013,February,2,33,Orange,"19,246","45,267","$6,246,944","5,889","9,255","$1,417,459","13,357","36,012","$4,829,485"
2013,February,2,34,Orleans,"3,138","6,155","$772,982",995,"1,417","$232,756","2,143","4,738","$540,226"
2013,February,2,35,Oswego,"9,388","20,502","$2,656,360","2,549","4,021","$637,763","6,839","16,481","$2,018,597"
2013,February,2,36,Otsego,"3,272","6,420","$813,422",824,931,"$156,056","2,448","5,489","$657,366"
2013,February,2,37,Putnam,"1,624","2,577","$365,615",522,570,"$94,012","1,102","2,007","$271,603"
2013,February,2,38,Rensselaer,"9,209","18,789","$2,517,664","3,128","5,234","$812,021","6,081","13,555","$1,705,643"
2013,February,2,39,Rockland,"16,542","45,263","$6,258,238","3,876","5,489","$880,733","12,666","39,774","$5,377,505"
2013,February,2,40,St. Lawrence,"8,550","17,260","$2,165,340","2,754","3,768","$588,545","5,796","13,492","$1,576,795"
2013,February,2,41,Saratoga,"8,995","16,536","$2,127,101","1,836","1,999","$334,331","7,159","14,537","$1,792,770"
2013,February,2,42,Schenectady,"12,476","24,394","$3,373,813","3,980","5,742","$921,491","8,496","18,652","$2,452,322"
2013,February,2,43,Schoharie,"1,991","3,850","$490,342",505,597,"$97,185","1,486","3,253","$393,157"
2013,February,2,44,Schuyler,"1,302","2,677","$330,859",342,515,"$81,265",960,"2,162","$249,594"
2013,February,2,45,Seneca,"1,767","3,534","$451,987",491,639,"$99,749","1,276","2,895","$352,238"
2013,February,2,46,Steuben,"6,284","13,121","$1,622,632","1,907","2,672","$418,250","4,377","10,449","$1,204,382"
2013,February,2,47,Suffolk,"65,365","115,318","$16,873,055","19,798","27,588","$4,413,072","45,567","87,730","$12,459,983"
2013,February,2,48,Sullivan,"6,641","13,496","$1,853,840","2,139","3,074","$492,005","4,502","10,422","$1,361,835"
2013,February,2,49,Tioga,"3,098","6,538","$794,831",705,903,"$145,158","2,393","5,635","$649,673"
2013,February,2,50,Tompkins,"5,232","9,430","$1,276,840","1,620","2,195","$361,070","3,612","7,235","$915,770"
2013,February,2,51,Ulster,"11,867","21,361","$2,972,718","3,981","5,707","$918,537","7,886","15,654","$2,054,181"
2013,February,2,52,Warren,"3,989","7,489","$964,169","1,050","1,162","$195,369","2,939","6,327","$768,800"
2013,February,2,53,Washington,"3,925","7,876","$1,006,487",897,"1,054","$175,850","3,028","6,822","$830,637"
2013,February,2,54,Wayne,"5,630","10,792","$1,342,945","1,533","1,902","$310,339","4,097","8,890","$1,032,606"
2013,February,2,55,Westchester,"44,278","80,069","$11,502,492","14,419","20,492","$3,148,049","29,859","59,577","$8,354,443"
2013,February,2,56,Wyoming,"1,797","3,469","$422,436",478,598,"$95,376","1,319","2,871","$327,060"
2013,February,2,57,Yates,"1,397","2,781","$329,886",329,393,"$63,064","1,068","2,388","$266,822"
2013,February,2,66,New York City,"1,027,069","1,858,529","$285,909,277","447,185","680,943","$110,488,929","579,884","1,177,586","$175,420,348"
2013,March,3,1,Albany,"19,425","36,779","$5,024,461","6,132","9,068","$1,446,745","13,293","27,711","$3,577,716"
2013,March,3,2,Allegany,"3,512","6,934","$843,456","1,211","1,654","$260,334","2,301","5,280","$583,122"
2013,March,3,3,Broome,"16,713","31,008","$4,184,657","6,173","9,224","$1,526,701","10,540","21,784","$2,657,956"
2013,March,3,4,Cattaraugus,"6,117","12,194","$1,517,074","1,625","1,959","$318,011","4,492","10,235","$1,199,063"
2013,March,3,5,Cayuga,"5,417","10,852","$1,400,392","1,358","1,910","$307,195","4,059","8,942","$1,093,197"
2013,March,3,6,Chautauqua,"13,391","26,684","$3,557,703","4,236","6,984","$1,092,665","9,155","19,700","$2,465,038"
2013,March,3,7,Chemung,"7,928","15,954","$2,146,167","2,081","2,606","$424,608","5,847","13,348","$1,721,559"
2013,March,3,8,Chenango,"4,168","8,250","$1,056,596",984,"1,229","$194,484","3,184","7,021","$862,112"
2013,March,3,9,Clinton,"6,884","12,287","$1,588,080","2,167","2,676","$425,395","4,717","9,611","$1,162,685"
2013,March,3,10,Columbia,"3,677","6,433","$918,045","1,261","1,659","$282,794","2,416","4,774","$635,251"
2013,March,3,11,Cortland,"3,872","7,442","$944,548","1,073","1,461","$238,973","2,799","5,981","$705,575"
2013,March,3,12,Delaware,"3,186","6,352","$814,383",863,"1,009","$160,841","2,323","5,343","$653,542"
2013,March,3,13,Dutchess,"13,489","24,656","$3,490,293","3,655","4,686","$784,860","9,834","19,970","$2,705,433"
2013,March,3,14,Erie,"82,678","156,007","$20,941,826","25,598","39,095","$6,180,599","57,080","116,912","$14,761,227"
2013,March,3,15,Essex,"2,155","4,006","$516,236",685,760,"$124,521","1,470","3,246","$391,715"
2013,March,3,16,Franklin,"4,025","7,500","$1,021,451","1,428","1,870","$302,971","2,597","5,630","$718,480"
2013,March,3,17,Fulton,"5,067","9,726","$1,294,450","1,279","1,473","$254,138","3,788","8,253","$1,040,312"
2013,March,3,18,Genesee,"3,231","6,215","$797,064",846,"1,057","$174,063","2,385","5,158","$623,001"
2013,March,3,19,Greene,"3,461","6,320","$867,536","1,192","1,714","$279,499","2,269","4,606","$588,037"
2013,March,3,20,Hamilton,252,450,"$59,386",43,52,"$8,267",209,398,"$51,119"
2013,March,3,21,Herkimer,"5,526","10,728","$1,359,429","1,245","1,597","$265,605","4,281","9,131","$1,093,824"
2013,March,3,22,Jefferson,"8,374","16,421","$2,109,793","2,165","2,606","$429,801","6,209","13,815","$1,679,992"
2013,March,3,23,Lewis,"1,909","3,814","$447,117",408,472,"$70,325","1,501","3,342","$376,792"
2013,March,3,24,Livingston,"3,804","7,292","$950,739","1,151","1,690","$277,041","2,653","5,602","$673,698"
2013,March,3,25,Madison,"4,594","9,469","$1,222,649",987,"1,255","$203,315","3,607","8,214","$1,019,334"
2013,March,3,26,Monroe,"62,086","117,211","$15,997,930","25,586","39,990","$6,347,616","36,500","77,221","$9,650,314"
2013,March,3,27,Montgomery,"4,689","9,987","$1,311,954","1,356","2,044","$328,444","3,333","7,943","$983,510"
2013,March,3,28,Nassau,"40,973","68,782","$9,907,143","16,200","22,607","$3,668,747","24,773","46,175","$6,238,396"
